Prior disorder,Later disorder,Sex,Model,HR,Lower,Upper
Child SAD,ADHD,M,A,,,
Child SAD,Conduct disorder,M,A,17.3,12.9,23.2
Child SAD,ODD,M,A,18.7,13.9,25.3
Child SAD,Nicotine dependence,M,A,8.6,6.6,11.1
Child SAD,Alcohol abuse,M,A,11.3,9.2,13.9
Child SAD,Alcohol dependence,M,A,16,12.1,21.1
Child SAD,Drug abuse,M,A,10.4,7.6,14.3
Child SAD,Drug dependence,M,A,,,
Child SAD,MDE,F,B,18.6,15.7,22
Child SAD,Bipolar disorder,F,B,10.7,7,16.4
Child SAD,Dysthymia,F,B,27.5,18.5,40.8
Child SAD,Panic disorder,F,B,26.7,18.2,39.2
Child SAD,GAD,F,B,25.6,19.5,33.5
Child SAD,Social phobia,F,B,16.8,13,21.8
Child SAD,Specific Phobia,F,B,24.8,21,29.2
Child SAD,Agoraphobia,F,B,13.3,7.4,23.8
Child SAD,PTSD,F,B,24.2,17.2,34.1
Child SAD,OCD,F,B,,,
Child SAD,Adult SAD,F,B,45.4,36.6,56.3
Child SAD,Anorexia nervosa,F,B,,,
Child SAD,Bulimia nervosa,F,B,,,
Child SAD,Binge eating disorder,F,B,6.8,2.9,15.9
Child SAD,IED,F,B,8.4,5.8,12.2
Child SAD,ADHD,F,B,,,
Child SAD,Conduct disorder,F,B,2.7,1.6,4.6
Child SAD,ODD,F,B,6.5,3.5,11.8
Child SAD,Nicotine dependence,F,B,5.3,4,7.1
Child SAD,Alcohol abuse,F,B,2.4,1.7,3.4
Child SAD,Alcohol dependence,F,B,2.7,1.7,4.2
Child SAD,Drug abuse,F,B,3,1.9,4.8
Child SAD,Drug dependence,F,B,,,
Child SAD,MDE,M,B,16.4,13.4,20
Child SAD,Bipolar disorder,M,B,15.7,10.1,24.4
Child SAD,Dysthymia,M,B,,,
Child SAD,Panic disorder,M,B,,,
Child SAD,GAD,M,B,16.4,12,22.4
Child SAD,Social phobia,M,B,16.5,12.3,22.1
Child SAD,Specific Phobia,M,B,19,15.7,23.1
Child SAD,Agoraphobia,M,B,,,
Child SAD,PTSD,M,B,,,
Child SAD,OCD,M,B,,,
Child SAD,Adult SAD,M,B,43.1,34.1,54.4
Child SAD,Anorexia nervosa,M,B,,,
Child SAD,Bulimia nervosa,M,B,,,
Child SAD,Binge eating disorder,M,B,,,
Child SAD,IED,M,B,15.3,11.3,20.9
Child SAD,ADHD,M,B,,,
Child SAD,Conduct disorder,M,B,9.5,5.7,15.6
Child SAD,ODD,M,B,11.4,7.5,17.5
Child SAD,Nicotine dependence,M,B,6.8,5.1,9.1
Child SAD,Alcohol abuse,M,B,9.1,6.9,12.1
Child SAD,Alcohol dependence,M,B,11.8,7.8,17.8
Child SAD,Drug abuse,M,B,7.4,4.5,12.1
Child SAD,Drug dependence,M,B,,,
Anorexia nervosa,MDE,All,A,,,
Anorexia nervosa,Bipolar disorder,All,A,,,
Anorexia nervosa,Dysthymia,All,A,,,
Anorexia nervosa,Panic disorder,All,A,,,
Anorexia nervosa,GAD,All,A,,,
Anorexia nervosa,Social phobia,All,A,,,
Anorexia nervosa,Specific Phobia,All,A,,,
Anorexia nervosa,Agoraphobia,All,A,,,
Anorexia nervosa,PTSD,All,A,,,
Anorexia nervosa,OCD,All,A,,,
Anorexia nervosa,Adult SAD,All,A,,,
Anorexia nervosa,Child SAD,All,A,,,
Anorexia nervosa,Bulimia nervosa,All,A,,,
Anorexia nervosa,Binge eating disorder,All,A,17.4,10.7,28.2
Anorexia nervosa,IED,All,A,,,
Anorexia nervosa,ADHD,All,A,,,
Anorexia nervosa,Conduct disorder,All,A,,,
Anorexia nervosa,ODD,All,A,,,
Anorexia nervosa,Nicotine dependence,All,A,,,
Anorexia nervosa,Alcohol abuse,All,A,,,
Anorexia nervosa,Alcohol dependence,All,A,,,
Anorexia nervosa,Drug abuse,All,A,,,
Anorexia nervosa,Drug dependence,All,A,,,
Anorexia nervosa,MDE,All,B,,,
Anorexia nervosa,Bipolar disorder,All,B,,,
Anorexia nervosa,Dysthymia,All,B,,,
Anorexia nervosa,Panic disorder,All,B,,,
Anorexia nervosa,GAD,All,B,,,
Anorexia nervosa,Social phobia,All,B,,,
Anorexia nervosa,Specific Phobia,All,B,,,
Anorexia nervosa,Agoraphobia,All,B,,,
Anorexia nervosa,PTSD,All,B,,,
Anorexia nervosa,OCD,All,B,,,
Anorexia nervosa,Adult SAD,All,B,,,
Anorexia nervosa,Child SAD,All,B,,,
Anorexia nervosa,Bulimia nervosa,All,B,,,
Anorexia nervosa,Binge eating disorder,All,B,5.9,1.4,24.7
Anorexia nervosa,IED,All,B,,,
Anorexia nervosa,ADHD,All,B,,,
Anorexia nervosa,Conduct disorder,All,B,,,
Anorexia nervosa,ODD,All,B,,,
Anorexia nervosa,Nicotine dependence,All,B,,,
Anorexia nervosa,Alcohol abuse,All,B,,,
Anorexia nervosa,Alcohol dependence,All,B,,,
Anorexia nervosa,Drug abuse,All,B,,,
Anorexia nervosa,Drug dependence,All,B,,,
Anorexia nervosa,MDE,F,A,,,
Anorexia nervosa,Bipolar disorder,F,A,,,
Anorexia nervosa,Dysthymia,F,A,,,
Anorexia nervosa,Panic disorder,F,A,,,
Anorexia nervosa,GAD,F,A,,,
Anorexia nervosa,Social phobia,F,A,,,
Anorexia nervosa,Specific Phobia,F,A,,,
Anorexia nervosa,Agoraphobia,F,A,,,
Anorexia nervosa,PTSD,F,A,,,
Anorexia nervosa,OCD,F,A,,,
Anorexia nervosa,Adult SAD,F,A,,,
Anorexia nervosa,Child SAD,F,A,,,
Anorexia nervosa,Bulimia nervosa,F,A,,,
Anorexia nervosa,Binge eating disorder,F,A,,,
Anorexia nervosa,IED,F,A,,,
Anorexia nervosa,ADHD,F,A,,,
Anorexia nervosa,Conduct disorder,F,A,,,
Anorexia nervosa,ODD,F,A,,,
Anorexia nervosa,Nicotine dependence,F,A,,,
Anorexia nervosa,Alcohol abuse,F,A,,,
Anorexia nervosa,Alcohol dependence,F,A,,,
Anorexia nervosa,Drug abuse,F,A,,,
Anorexia nervosa,Drug dependence,F,A,,,
Anorexia nervosa,MDE,M,A,,,
Anorexia nervosa,Bipolar disorder,M,A,,,
Anorexia nervosa,Dysthymia,M,A,,,
Anorexia nervosa,Panic disorder,M,A,,,
Anorexia nervosa,GAD,M,A,,,
Anorexia nervosa,Social phobia,M,A,,,
Anorexia nervosa,Specific Phobia,M,A,,,
Anorexia nervosa,Agoraphobia,M,A,,,
Anorexia nervosa,PTSD,M,A,,,
Anorexia nervosa,OCD,M,A,,,
Anorexia nervosa,Adult SAD,M,A,,,
Anorexia nervosa,Child SAD,M,A,,,
Anorexia nervosa,Bulimia nervosa,M,A,,,
Anorexia nervosa,Binge eating disorder,M,A,,,
Anorexia nervosa,IED,M,A,,,
Anorexia nervosa,ADHD,M,A,,,
Anorexia nervosa,Conduct disorder,M,A,,,
Anorexia nervosa,ODD,M,A,,,
Anorexia nervosa,Nicotine dependence,M,A,,,
Anorexia nervosa,Alcohol abuse,M,A,,,
Anorexia nervosa,Alcohol dependence,M,A,,,
Anorexia nervosa,Drug abuse,M,A,,,
Anorexia nervosa,Drug dependence,M,A,,,
Anorexia nervosa,MDE,F,B,,,
Anorexia nervosa,Bipolar disorder,F,B,,,
Anorexia nervosa,Dysthymia,F,B,,,
Anorexia nervosa,Panic disorder,F,B,,,
Anorexia nervosa,GAD,F,B,,,
Anorexia nervosa,Social phobia,F,B,,,
Anorexia nervosa,Specific Phobia,F,B,,,
Anorexia nervosa,Agoraphobia,F,B,,,
Anorexia nervosa,PTSD,F,B,,,
Anorexia nervosa,OCD,F,B,,,
Anorexia nervosa,Adult SAD,F,B,,,
Anorexia nervosa,Child SAD,F,B,,,
Anorexia nervosa,Bulimia nervosa,F,B,,,
Anorexia nervosa,Binge eating disorder,F,B,,,
Anorexia nervosa,IED,F,B,,,
Anorexia nervosa,ADHD,F,B,,,
Anorexia nervosa,Conduct disorder,F,B,,,
Anorexia nervosa,ODD,F,B,,,
Anorexia nervosa,Nicotine dependence,F,B,,,
Anorexia nervosa,Alcohol abuse,F,B,,,
Anorexia nervosa,Alcohol dependence,F,B,,,
Anorexia nervosa,Drug abuse,F,B,,,
Anorexia nervosa,Drug dependence,F,B,,,
Anorexia nervosa,MDE,M,B,,,
Anorexia nervosa,Bipolar disorder,M,B,,,
Anorexia nervosa,Dysthymia,M,B,,,
Anorexia nervosa,Panic disorder,M,B,,,
Anorexia nervosa,GAD,M,B,,,
Anorexia nervosa,Social phobia,M,B,,,
Anorexia nervosa,Specific Phobia,M,B,,,
Anorexia nervosa,Agoraphobia,M,B,,,
Anorexia nervosa,PTSD,M,B,,,
Anorexia nervosa,OCD,M,B,,,
Anorexia nervosa,Adult SAD,M,B,,,
Anorexia nervosa,Child SAD,M,B,,,
Anorexia nervosa,Bulimia nervosa,M,B,,,
Anorexia nervosa,Binge eating disorder,M,B,,,
Anorexia nervosa,IED,M,B,,,
Anorexia nervosa,ADHD,M,B,,,
Anorexia nervosa,Conduct disorder,M,B,,,
Anorexia nervosa,ODD,M,B,,,
Anorexia nervosa,Nicotine dependence,M,B,,,
Anorexia nervosa,Alcohol abuse,M,B,,,
Anorexia nervosa,Alcohol dependence,M,B,,,
Anorexia nervosa,Drug abuse,M,B,,,
Anorexia nervosa,Drug dependence,M,B,,,
Bulimia nervosa,MDE,All,A,12.7,10.5,15.4
Bulimia nervosa,Bipolar disorder,All,A,18.6,13,26.5
Bulimia nervosa,Dysthymia,All,A,18,12.9,25.2
Bulimia nervosa,Panic disorder,All,A,14.8,10,22
Bulimia nervosa,GAD,All,A,14.5,11.4,18.3
Bulimia nervosa,Social phobia,All,A,,,
Bulimia nervosa,Specific Phobia,All,A,,,
Bulimia nervosa,Agoraphobia,All,A,,,
Bulimia nervosa,PTSD,All,A,19.5,14.9,25.5
Bulimia nervosa,OCD,All,A,,,
Bulimia nervosa,Adult SAD,All,A,23.3,16,33.9
Bulimia nervosa,Child SAD,All,A,,,
Bulimia nervosa,Anorexia Nervosa,All,A,,,
Bulimia nervosa,Binge eating disorder,All,A,110.8,98.4,124.8
Bulimia nervosa,IED,All,A,,,
Bulimia nervosa,ADHD,All,A,,,
Bulimia nervosa,Conduct disorder,All,A,,,
Bulimia nervosa,ODD,All,A,,,
Bulimia nervosa,Nicotine dependence,All,A,11.3,8.4,15.2
Bulimia nervosa,Alcohol abuse,All,A,17.2,13.3,22.3
Bulimia nervosa,Alcohol dependence,All,A,28.3,20.5,38.9
Bulimia nervosa,Drug abuse,All,A,20,14.5,27.7
Bulimia nervosa,Drug dependence,All,A,,,
Bulimia nervosa,MDE,All,B,5.1,3,8.9
Bulimia nervosa,Bipolar disorder,All,B,1.3,0.3,6
Bulimia nervosa,Dysthymia,All,B,1.7,0.6,5.1
Bulimia nervosa,Panic disorder,All,B,1.2,0.3,4.5
Bulimia nervosa,GAD,All,B,2.8,1,7.8
Bulimia nervosa,Social phobia,All,B,,,
Bulimia nervosa,Specific Phobia,All,B,,,
Bulimia nervosa,Agoraphobia,All,B,,,
Bulimia nervosa,PTSD,All,B,3.1,1,9.8
Bulimia nervosa,OCD,All,B,,,
Bulimia nervosa,Adult SAD,All,B,1.7,0.5,6.1
Bulimia nervosa,Child SAD,All,B,,,
Bulimia nervosa,Anorexia Nervosa,All,B,,,
Bulimia nervosa,Binge eating disorder,All,B,62.3,48.5,80.2
Bulimia nervosa,IED,All,B,,,
Bulimia nervosa,ADHD,All,B,,,
Bulimia nervosa,Conduct disorder,All,B,,,
Bulimia nervosa,ODD,All,B,,,
Bulimia nervosa,Nicotine dependence,All,B,2.6,0.8,8.6
Bulimia nervosa,Alcohol abuse,All,B,1.5,0.5,4.4
Bulimia nervosa,Alcohol dependence,All,B,8.1,1.9,35.2
Bulimia nervosa,Drug abuse,All,B,7.4,2.2,25
Bulimia nervosa,Drug dependence,All,B,,,
Bulimia nervosa,MDE,F,A,19.2,15.9,23.3
Bulimia nervosa,Bipolar disorder,F,A,15.6,10,24.4
Bulimia nervosa,Dysthymia,F,A,,,
Bulimia nervosa,Panic disorder,F,A,,,
Bulimia nervosa,GAD,F,A,24.1,18.6,31.3
Bulimia nervosa,Social phobia,F,A,,,
Bulimia nervosa,Specific Phobia,F,A,,,
Bulimia nervosa,Agoraphobia,F,A,,,
Bulimia nervosa,PTSD,F,A,35.5,26.9,46.9
Bulimia nervosa,OCD,F,A,,,
Bulimia nervosa,Adult SAD,F,A,,,
Bulimia nervosa,Child SAD,F,A,,,
Bulimia nervosa,Anorexia Nervosa,F,A,,,
Bulimia nervosa,Binge eating disorder,F,A,169,144.7,197.5
Bulimia nervosa,IED,F,A,,,
Bulimia nervosa,ADHD,F,A,,,
Bulimia nervosa,Conduct disorder,F,A,,,
Bulimia nervosa,ODD,F,A,,,
Bulimia nervosa,Nicotine dependence,F,A,6.5,4.4,9.4
Bulimia nervosa,Alcohol abuse,F,A,4.7,3.6,6.2
Bulimia nervosa,Alcohol dependence,F,A,7.1,4.9,10.3
Bulimia nervosa,Drug abuse,F,A,6.9,4.9,9.6
Bulimia nervosa,Drug dependence,F,A,,,
Bulimia nervosa,MDE,M,A,,,
Bulimia nervosa,Bipolar disorder,M,A,,,
Bulimia nervosa,Dysthymia,M,A,,,
Bulimia nervosa,Panic disorder,M,A,,,
Bulimia nervosa,GAD,M,A,,,
Bulimia nervosa,Social phobia,M,A,,,
Bulimia nervosa,Specific Phobia,M,A,,,
Bulimia nervosa,Agoraphobia,M,A,,,
Bulimia nervosa,PTSD,M,A,,,
Bulimia nervosa,OCD,M,A,,,
Bulimia nervosa,Adult SAD,M,A,,,
Bulimia nervosa,Child SAD,M,A,,,
Bulimia nervosa,Anorexia Nervosa,M,A,,,
Bulimia nervosa,Binge eating disorder,M,A,,,
Bulimia nervosa,IED,M,A,,,
Bulimia nervosa,ADHD,M,A,,,
Bulimia nervosa,Conduct disorder,M,A,,,
Bulimia nervosa,ODD,M,A,,,
Bulimia nervosa,Nicotine dependence,M,A,,,
Bulimia nervosa,Alcohol abuse,M,A,,,
Bulimia nervosa,Alcohol dependence,M,A,,,
Bulimia nervosa,Drug abuse,M,A,,,
Bulimia nervosa,Drug dependence,M,A,,,
Bulimia nervosa,MDE,F,B,8.5,5,14.3
Bulimia nervosa,Bipolar disorder,F,B,1.2,0.3,5.7
Bulimia nervosa,Dysthymia,F,B,,,
Bulimia nervosa,Panic disorder,F,B,,,
Bulimia nervosa,GAD,F,B,5.2,1.8,14.5
Bulimia nervosa,Social phobia,F,B,,,
Bulimia nervosa,Specific Phobia,F,B,,,
Bulimia nervosa,Agoraphobia,F,B,,,
Bulimia nervosa,PTSD,F,B,6.2,2,18.5
Bulimia nervosa,OCD,F,B,,,
Bulimia nervosa,Adult SAD,F,B,,,
Bulimia nervosa,Child SAD,F,B,,,
Bulimia nervosa,Anorexia Nervosa,F,B,,,
Bulimia nervosa,Binge eating disorder,F,B,99.2,77.1,127.6
Bulimia nervosa,IED,F,B,,,
Bulimia nervosa,ADHD,F,B,,,
Bulimia nervosa,Conduct disorder,F,B,,,
Bulimia nervosa,ODD,F,B,,,
Bulimia nervosa,Nicotine dependence,F,B,1.2,0.4,3.5
Bulimia nervosa,Alcohol abuse,F,B,0.4,0.2,1.1
Bulimia nervosa,Alcohol dependence,F,B,2.3,0.7,7.5
Bulimia nervosa,Drug abuse,F,B,3,1.1,8.5
Bulimia nervosa,Drug dependence,F,B,,,
Bulimia nervosa,MDE,M,B,,,
Bulimia nervosa,Bipolar disorder,M,B,,,
Bulimia nervosa,Dysthymia,M,B,,,
Bulimia nervosa,Panic disorder,M,B,,,
Bulimia nervosa,GAD,M,B,,,
Bulimia nervosa,Social phobia,M,B,,,
Bulimia nervosa,Specific Phobia,M,B,,,
Bulimia nervosa,Agoraphobia,M,B,,,
Bulimia nervosa,PTSD,M,B,,,
Bulimia nervosa,OCD,M,B,,,
Bulimia nervosa,Adult SAD,M,B,,,
Bulimia nervosa,Child SAD,M,B,,,
Bulimia nervosa,Anorexia Nervosa,M,B,,,
Bulimia nervosa,Binge eating disorder,M,B,,,
Bulimia nervosa,IED,M,B,,,
Bulimia nervosa,ADHD,M,B,,,
Bulimia nervosa,Conduct disorder,M,B,,,
Bulimia nervosa,ODD,M,B,,,
Bulimia nervosa,Nicotine dependence,M,B,,,
Bulimia nervosa,Alcohol abuse,M,B,,,
Bulimia nervosa,Alcohol dependence,M,B,,,
Bulimia nervosa,Drug abuse,M,B,,,
Bulimia nervosa,Drug dependence,M,B,,,
Binge eating disorder,MDE,All,A,11.9,10.7,13.1
Binge eating disorder,Bipolar disorder,All,A,15.5,12.7,19.1
Binge eating disorder,Dysthymia,All,A,16.9,13.9,20.6
Binge eating disorder,Panic disorder,All,A,13.1,10.6,16.2
Binge eating disorder,GAD,All,A,13.7,11.7,15.9
Binge eating disorder,Social phobia,All,A,13.9,12.1,15.9
Binge eating disorder,Specific Phobia,All,A,,,
Binge eating disorder,Agoraphobia,All,A,16.9,13.4,21.4
Binge eating disorder,PTSD,All,A,12,10.3,14.1
Binge eating disorder,OCD,All,A,,,
Binge eating disorder,Adult SAD,All,A,13.7,11.1,17
Binge eating disorder,Child SAD,All,A,,,
Binge eating disorder,Anorexia nervosa,All,A,,,
Binge eating disorder,Bulimia nervosa,All,A,59,44.6,77.9
Binge eating disorder,IED,All,A,13.3,10.2,17.3
Binge eating disorder,ADHD,All,A,,,
Binge eating disorder,Conduct disorder,All,A,,,
Binge eating disorder,ODD,All,A,,,
Binge eating disorder,Nicotine dependence,All,A,8.8,7.6,10.3
Binge eating disorder,Alcohol abuse,All,A,12.4,11.1,13.9
Binge eating disorder,Alcohol dependence,All,A,19,16,22.7
Binge eating disorder,Drug abuse,All,A,13.8,11.6,16.5
Binge eating disorder,Drug dependence,All,A,20.5,15.9,26.4
Binge eating disorder,MDE,All,B,4.4,3.4,5.7
Binge eating disorder,Bipolar disorder,All,B,2.3,1.2,4.5
Binge eating disorder,Dysthymia,All,B,2.2,1.2,4
Binge eating disorder,Panic disorder,All,B,2.1,1.1,3.9
Binge eating disorder,GAD,All,B,2.6,1.6,4
Binge eating disorder,Social phobia,All,B,2.7,1.9,3.8
Binge eating disorder,Specific Phobia,All,B,,,
Binge eating disorder,Agoraphobia,All,B,1.9,1.1,3.3
Binge eating disorder,PTSD,All,B,1.7,1.1,2.7
Binge eating disorder,OCD,All,B,,,
Binge eating disorder,Adult SAD,All,B,1.9,1.1,3.4
Binge eating disorder,Child SAD,All,B,,,
Binge eating disorder,Anorexia nervosa,All,B,,,
Binge eating disorder,Bulimia nervosa,All,B,11.7,4.9,28.1
Binge eating disorder,IED,All,B,2.2,0.9,5.5
Binge eating disorder,ADHD,All,B,,,
Binge eating disorder,Conduct disorder,All,B,,,
Binge eating disorder,ODD,All,B,,,
Binge eating disorder,Nicotine dependence,All,B,2.6,1.6,4
Binge eating disorder,Alcohol abuse,All,B,3.2,2.3,4.5
Binge eating disorder,Alcohol dependence,All,B,2.5,1.3,4.6
Binge eating disorder,Drug abuse,All,B,2.6,1.4,4.6
Binge eating disorder,Drug dependence,All,B,2.1,1,4.4
Binge eating disorder,MDE,F,A,19.6,17.5,21.8
Binge eating disorder,Bipolar disorder,F,A,13.7,10.3,18.2
Binge eating disorder,Dysthymia,F,A,28.3,21.8,36.6
Binge eating disorder,Panic disorder,F,A,21,16.2,27.3
Binge eating disorder,GAD,F,A,22.5,18.6,27.1
Binge eating disorder,Social phobia,F,A,,,
Binge eating disorder,Specific Phobia,F,A,,,
Binge eating disorder,Agoraphobia,F,A,,,
Binge eating disorder,PTSD,F,A,24.5,19.8,30.4
Binge eating disorder,OCD,F,A,,,
Binge eating disorder,Adult SAD,F,A,18.8,14.5,24.3
Binge eating disorder,Child SAD,F,A,,,
Binge eating disorder,Anorexia nervosa,F,A,,,
Binge eating disorder,Bulimia nervosa,F,A,,,
Binge eating disorder,IED,F,A,,,
Binge eating disorder,ADHD,F,A,,,
Binge eating disorder,Conduct disorder,F,A,,,
Binge eating disorder,ODD,F,A,,,
Binge eating disorder,Nicotine dependence,F,A,5.1,4.2,6.2
Binge eating disorder,Alcohol abuse,F,A,3.9,3.3,4.7
Binge eating disorder,Alcohol dependence,F,A,6.1,4.7,7.9
Binge eating disorder,Drug abuse,F,A,5.8,4.5,7.5
Binge eating disorder,Drug dependence,F,A,7.6,5.3,10.8
Binge eating disorder,MDE,M,A,14.5,12,17.5
Binge eating disorder,Bipolar disorder,M,A,,,
Binge eating disorder,Dysthymia,M,A,,,
Binge eating disorder,Panic disorder,M,A,,,
Binge eating disorder,GAD,M,A,19.4,14.3,26.2
Binge eating disorder,Social phobia,M,A,,,
Binge eating disorder,Specific Phobia,M,A,,,
Binge eating disorder,Agoraphobia,M,A,,,
Binge eating disorder,PTSD,M,A,,,
Binge eating disorder,OCD,M,A,,,
Binge eating disorder,Adult SAD,M,A,,,
Binge eating disorder,Child SAD,M,A,,,
Binge eating disorder,Anorexia nervosa,M,A,,,
Binge eating disorder,Bulimia nervosa,M,A,,,
Binge eating disorder,IED,M,A,,,
Binge eating disorder,ADHD,M,A,,,
Binge eating disorder,Conduct disorder,M,A,,,
Binge eating disorder,ODD,M,A,,,
Binge eating disorder,Nicotine dependence,M,A,8.7,6.9,10.9
Binge eating disorder,Alcohol abuse,M,A,11.2,9.5,13.1
Binge eating disorder,Alcohol dependence,M,A,18.9,14.7,24.2
Binge eating disorder,Drug abuse,M,A,15,11.5,19.5
Binge eating disorder,Drug dependence,M,A,,,
Binge eating disorder,MDE,F,B,7.4,5.6,9.6
Binge eating disorder,Bipolar disorder,F,B,2,1,4.1
Binge eating disorder,Dysthymia,F,B,3.5,1.8,6.8
Binge eating disorder,Panic disorder,F,B,3.4,1.8,6.5
Binge eating disorder,GAD,F,B,4.1,2.5,6.4
Binge eating disorder,Social phobia,F,B,,,
Binge eating disorder,Specific Phobia,F,B,,,
Binge eating disorder,Agoraphobia,F,B,,,
Binge eating disorder,PTSD,F,B,3.6,2.2,5.9
Binge eating disorder,OCD,F,B,,,
Binge eating disorder,Adult SAD,F,B,2.6,1.4,4.9
Binge eating disorder,Child SAD,F,B,,,
Binge eating disorder,Anorexia nervosa,F,B,,,
Binge eating disorder,Bulimia nervosa,F,B,,,
Binge eating disorder,IED,F,B,,,
Binge eating disorder,ADHD,F,B,,,
Binge eating disorder,Conduct disorder,F,B,,,
Binge eating disorder,ODD,F,B,,,
Binge eating disorder,Nicotine dependence,F,B,1.4,0.9,2.1
Binge eating disorder,Alcohol abuse,F,B,1.1,0.7,1.6
Binge eating disorder,Alcohol dependence,F,B,1,0.5,1.8
Binge eating disorder,Drug abuse,F,B,1.3,0.7,2.4
Binge eating disorder,Drug dependence,F,B,1,0.5,2.1
Binge eating disorder,MDE,M,B,5.4,3.9,7.4
Binge eating disorder,Bipolar disorder,M,B,,,
Binge eating disorder,Dysthymia,M,B,,,
Binge eating disorder,Panic disorder,M,B,,,
Binge eating disorder,GAD,M,B,4.1,2.3,7.1
Binge eating disorder,Social phobia,M,B,,,
Binge eating disorder,Specific Phobia,M,B,,,
Binge eating disorder,Agoraphobia,M,B,,,
Binge eating disorder,PTSD,M,B,,,
Binge eating disorder,OCD,M,B,,,
Binge eating disorder,Adult SAD,M,B,,,
Binge eating disorder,Child SAD,M,B,,,
Binge eating disorder,Anorexia nervosa,M,B,,,
Binge eating disorder,Bulimia nervosa,M,B,,,
Binge eating disorder,IED,M,B,,,
Binge eating disorder,ADHD,M,B,,,
Binge eating disorder,Conduct disorder,M,B,,,
Binge eating disorder,ODD,M,B,,,
Binge eating disorder,Nicotine dependence,M,B,2.6,1.5,4.5
Binge eating disorder,Alcohol abuse,M,B,2.7,1.9,4
Binge eating disorder,Alcohol dependence,M,B,2.1,1.1,4.2
Binge eating disorder,Drug abuse,M,B,2.4,1.3,4.6
Binge eating disorder,Drug dependence,M,B,,,
IED,MDE,All,A,12.3,11.4,13.3
IED,Bipolar disorder,All,A,,,
IED,Dysthymia,All,A,,,
IED,Panic disorder,All,A,13,11,15.3
IED,GAD,All,A,17.5,15.4,20
IED,Social phobia,All,A,13.4,12,14.9
IED,Specific Phobia,All,A,11.1,10,12.4
IED,Agoraphobia,All,A,14.9,12.3,18
IED,PTSD,All,A,13.8,11.7,16.4
IED,OCD,All,A,19.1,14.6,24.8
IED,Adult SAD,All,A,12.9,11,15.1
IED,Child SAD,All,A,,,
IED,Anorexia nervosa,All,A,,,
IED,Bulimia nervosa,All,A,,,
IED,Binge eating disorder,All,A,11.3,8.8,14.6
IED,ADHD,All,A,,,
IED,Conduct disorder,All,A,14.3,11.5,17.8
IED,ODD,All,A,12.9,10.5,15.8
IED,Nicotine dependence,All,A,8.8,7.8,9.9
IED,Alcohol abuse,All,A,11.5,10.4,12.8
IED,Alcohol dependence,All,A,16.5,14.2,19.1
IED,Drug abuse,All,A,9.9,8.3,11.8
IED,Drug dependence,All,A,13.5,10.7,17
IED,MDE,All,B,7.6,6.7,8.7
IED,Bipolar disorder,All,B,,,
IED,Dysthymia,All,B,,,
IED,Panic disorder,All,B,4.6,2.8,7.6
IED,GAD,All,B,9.9,7.6,12.8
IED,Social phobia,All,B,5.8,4.6,7.3
IED,Specific Phobia,All,B,6.6,5.5,7.9
IED,Agoraphobia,All,B,3.3,2.1,5.4
IED,PTSD,All,B,5.8,4,8.3
IED,OCD,All,B,10,6.3,15.7
IED,Adult SAD,All,B,4.1,2.9,5.8
IED,Child SAD,All,B,,,
IED,Anorexia nervosa,All,B,,,
IED,Bulimia nervosa,All,B,,,
IED,Binge eating disorder,All,B,4.7,2.7,8.2
IED,ADHD,All,B,,,
IED,Conduct disorder,All,B,7,4.8,10.1
IED,ODD,All,B,4.5,3.2,6.5
IED,Nicotine dependence,All,B,5.5,4.6,6.7
IED,Alcohol abuse,All,B,7.6,6.6,8.9
IED,Alcohol dependence,All,B,7.8,5.8,10.6
IED,Drug abuse,All,B,4,2.8,5.6
IED,Drug dependence,All,B,5.5,3.2,9.3
IED,MDE,F,A,20.4,18.5,22.4
IED,Bipolar disorder,F,A,,,
IED,Dysthymia,F,A,,,
IED,Panic disorder,F,A,25.2,19.5,32.7
IED,GAD,F,A,32,26.9,38
IED,Social phobia,F,A,17.8,15.3,20.8
IED,Specific Phobia,F,A,,,
IED,Agoraphobia,F,A,29.3,22.6,38
IED,PTSD,F,A,31.9,25.9,39.1
IED,OCD,F,A,,,
IED,Adult SAD,F,A,18.6,15,23
IED,Child SAD,F,A,,,
IED,Anorexia nervosa,F,A,,,
IED,Bulimia nervosa,F,A,,,
IED,Binge eating disorder,F,A,20.1,14.4,28.1
IED,ADHD,F,A,,,
IED,Conduct disorder,F,A,,,
IED,ODD,F,A,,,
IED,Nicotine dependence,F,A,6.7,5.8,7.8
IED,Alcohol abuse,F,A,4,3.4,4.9
IED,Alcohol dependence,F,A,6,4.7,7.6
IED,Drug abuse,F,A,5.5,4.3,7
IED,Drug dependence,F,A,7.8,5.5,10.9
IED,MDE,M,A,12.6,11.1,14.3
IED,Bipolar disorder,M,A,,,
IED,Dysthymia,M,A,,,
IED,Panic disorder,M,A,10.8,8.3,14
IED,GAD,M,A,16.4,13.4,20
IED,Social phobia,M,A,12.8,11,14.8
IED,Specific Phobia,M,A,,,
IED,Agoraphobia,M,A,,,
IED,PTSD,M,A,12.6,9.7,16.3
IED,OCD,M,A,20.3,15.2,27.1
IED,Adult SAD,M,A,11.7,9.3,14.7
IED,Child SAD,M,A,,,
IED,Anorexia nervosa,M,A,,,
IED,Bulimia nervosa,M,A,,,
IED,Binge eating disorder,M,A,,,
IED,ADHD,M,A,,,
IED,Conduct disorder,M,A,14.3,11.3,18.1
IED,ODD,M,A,12,9.4,15.4
